FinancialYear,FinancialYearQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,SpecialtyGrouping,SpecialtyGroupingQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,PercentageOccupancy,PercentageOccupancyQF,AllStaffedBeds,AllStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF
2018/19,,S08000022,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,57,,92.3,,20755,,52.47945205479452,,19155,
2018/19,,S08000022,,G5,,Learning Disability,,Learning Disability Grouping,,5,,99.3,,1896,,5.156164383561644,,1882,
2018/19,,S08000022,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,8,,12.7,,2874,,1,,365,
2018/19,,S08000022,,H2,,Clinical Oncology,,Medical Grouping,,8,,94.4,,2854,,7.380821917808219,,2694,
2018/19,,S08000022,,J4,,Haematology,,Medical Grouping,,5,,96.5,,1923,,5.0849315068493155,,1856,
2018/19,,S08000022,,T2,,Midwifery,,Women and Newborn Grouping,,2,,1.1,,730,,0.021917808219178082,,8,
2018/19,,S08000022,,XSU,,Unspecified,,Other Grouping,,21,,0,,7648,,0,,0,
2018/19,,S08000022,,,z,All Acute Specialties,d,All Acute Specialties,d,524,,89,,191338,,466.6958904109589,,170344,
2018/19,,S08000022,,,z,All Specialties,d,All Specialties,d,1002,,80.5,,365649,,806.5068493150685,,294375,
2018/19,,S08000022,,,z,Community Grouping,d,Community Grouping,,205,,78.8,,74818,,161.52876712328768,,58958,
2018/19,,S08000022,,,z,Dental Grouping,d,Dental Grouping,,0,,100,,14,,0.038356164383561646,,14,
2018/19,,S08000022,,,z,Emergency Grouping,d,Emergency Grouping,,0,,100,,3,,0.00821917808219178,,3,
2018/19,,S08000022,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,5,,99.3,,1896,,5.156164383561644,,1882,
2018/19,,S08000022,,,z,Medical Grouping,d,Medical Grouping,,353,,94.1,,128824,,331.96438356164384,,121167,
2018/19,,S08000022,,,z,Mental Health Grouping,d,Mental Health Grouping,,152,,85.4,,55403,,129.6821917808219,,47334,
2018/19,,S08000022,,,z,Other Grouping,d,Other Grouping,,29,,3.5,,10522,,1,,365,
2018/19,,S08000022,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,42,,46.9,,15170,,19.504109589041096,,7119,
2018/19,,S08000022,,,z,Surgery Grouping,d,Surgery Grouping,,171,,78.7,,62514,,134.73150684931508,,49177,
2018/19,,S08000022,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,45,,50.7,,16485,,22.893150684931506,,8356,
2018/19,,S08000024,,A1,,General Medicine,,Medical Grouping,,522,,93.7,,190554,,489.2109589041096,,178562,
2018/19,,S08000024,,A2,,Cardiology,,Medical Grouping,,53,,91.9,,19454,,48.99178082191781,,17882,
2018/19,,S08000024,,A6,,Infectious Diseases,,Medical Grouping,,31,,97.8,,11262,,30.186301369863013,,11018,
2018/19,,S08000024,,A7,,Dermatology,,Medical Grouping,,3,,100,,1211,,3.317808219178082,,1211,
2018/19,,S08000024,,A8,,Endocrinology & Diabetes,,Medical Grouping,,5,,100,,1882,,5.156164383561644,,1882,
2018/19,,S08000024,,A9,,Gastroenterology,,Medical Grouping,,47,,97.7,,17013,,45.556164383561644,,16628,
2018/19,,S08000024,,AB,,Geriatric Medicine,,Medical Grouping,,391,,98,,142645,,383.0191780821918,,139802,
2018/19,,S08000024,,AD,,Medical Oncology,,Medical Grouping,,25,,95.1,,9218,,24.005479452054793,,8762,
2018/19,,S08000024,,AF,,Paediatrics,,Paediatrics Grouping,,121,,55.8,,44328,,67.8027397260274,,24748,
2018/19,,S08000024,,AG,,Renal Medicine,,Medical Grouping,,23,,79.8,,8426,,18.43013698630137,,6727,
2018/19,,S08000024,,AH,,Neurology,,Medical Grouping,,22,,75.5,,7942,,16.438356164383563,,6000,
2018/19,,S08000024,,AM,,Palliative Medicine,,Medical Grouping,,30,,68.9,,11092,,20.934246575342467,,7641,
2018/19,,S08000024,,AP,,Rehabilitation Medicine,,Medical Grouping,,84,,73.8,,30706,,62.10958904109589,,22670,
2018/19,,S08000024,,AQ,,Respiratory Medicine,,Medical Grouping,,89,,96.5,,32383,,85.61917808219178,,31251,
2018/19,,S08000024,,AR,,Rheumatology,,Medical Grouping,,4,,93,,1354,,3.4493150684931506,,1259,
2018/19,,S08000024,,C1,,General Surgery,,Surgery Grouping,,238,,85.1,,86705,,202.16712328767125,,73791,
2018/19,,S08000024,,C2,,Accident & Emergency,,Emergency Grouping,,10,,38.5,,3580,,3.7726027397260276,,1377,
2018/19,,S08000024,,C3,,Anaesthetics,,Surgery Grouping,,64,,72,,23235,,45.81643835616438,,16723,
2018/19,,S08000024,,C4,,Cardiothoracic Surgery,,Surgery Grouping,,52,,91.1,,18847,,47.04931506849315,,17173,
2018/19,,S08000024,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,16,,77.5,,5900,,12.528767123287672,,4573,
2018/19,,S08000024,,C6,,Neurosurgery,,Surgery Grouping,,46,,89,,16630,,40.52876712328767,,14793,
2018/19,,S08000024,,C7,,Ophthalmology,,Surgery Grouping,,14,,86.1,,5269,,12.435616438356165,,4539,
2018/19,,S08000024,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,153,,88,,55873,,134.7013698630137,,49166,
2018/19,,S08000024,,C9,,Plastic Surgery,,Surgery Grouping,,31,,56.1,,11360,,17.465753424657535,,6375,
2018/19,,S08000024,,CA,,Paediatric Surgery,,Paediatrics Grouping,,11,,69.9,,4137,,7.926027397260274,,2893,
2018/19,,S08000024,,CB,,Urology,,Surgery Grouping,,40,,94.2,,14503,,37.416438356164385,,13657,
2018/19,,S08000024,,D3,,Oral Surgery,,Dental Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000024,,D8,,Paediatric Dentistry,,Paediatrics Grouping,,0,,100,,18,,0.049315068493150684,,18,
2018/19,,S08000024,,E12,,GP Other than Obstetrics,,Community Grouping,,72,,95.2,,26313,,68.63013698630137,,25050,
2018/19,,S08000024,,F2,,Gynaecology,,Women and Newborn Grouping,,24,,72,,8675,,17.101369863013698,,6242,
2018/19,,S08000024,,F3,,Obstetrics,,Women and Newborn Grouping,,109,,62.2,,39960,,68.05205479452054,,24839,
2018/19,,S08000024,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,254,,86.9,,92810,,221.05205479452056,,80684,
2018/19,,S08000024,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,12,,55.7,,4398,,6.706849315068493,,2448,
2018/19,,S08000024,,G3,,Forensic Psychiatry,,Mental Health Grouping,,40,,92,,14600,,36.797260273972604,,13431,
2018/19,,S08000024,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,302,,85.1,,110374,,257.24383561643833,,93894,
2018/19,,S08000024,,G5,,Learning Disability,,Learning Disability Grouping,,47,,87.1,,17195,,41.04383561643836,,14981,
2018/19,,S08000024,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,178,,93.6,,65100,,166.95068493150686,,60937,
2018/19,,S08000024,,H1,,Clinical Radiology,,Medical Grouping,,0,,100,,4,,0.010958904109589041,,4,
2018/19,,S08000024,,H2,,Clinical Oncology,,Medical Grouping,,35,,90.9,,12817,,31.91780821917808,,11650,
2018/19,,S08000024,,J4,,Haematology,,Medical Grouping,,37,,87.9,,13649,,32.88767123287671,,12004,
2018/19,,S08000024,,T2,,Midwifery,,Women and Newborn Grouping,,9,,49.4,,3222,,4.361643835616438,,1592,
2018/19,,S08000024,,XSU,,Unspecified,,Other Grouping,,21,,0,,7770,,0,,0,
2018/19,,S08000024,,,z,All Acute Specialties,d,All Acute Specialties,d,2055,,90.1,,749934,,1851.3506849315067,,675743,
2018/19,,S08000024,,,z,All Specialties,d,All Specialties,d,3267,,86.3,,1192414,,2818.841095890411,,1028877,
2018/19,,S08000024,,,z,Community Grouping,d,Community Grouping,,72,,95.2,,26313,,68.63013698630137,,25050,
2018/19,,S08000024,,,z,Dental Grouping,d,Dental Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000024,,,z,Emergency Grouping,d,Emergency Grouping,,10,,38.5,,3580,,3.7726027397260276,,1377,
2018/19,,S08000024,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,47,,87.1,,17195,,41.04383561643836,,14981,
2018/19,,S08000024,,,z,Medical Grouping,d,Medical Grouping,,1402,,92.8,,511612,,1301.2410958904109,,474953,
2018/19,,S08000024,,,z,Mental Health Grouping,d,Mental Health Grouping,,609,,85.7,,222182,,521.8,,190457,
2018/19,,S08000024,,,z,Other Grouping,d,Other Grouping,,200,,83.6,,72870,,166.95068493150686,,60937,
2018/19,,S08000024,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,133,,57,,48483,,75.77808219178083,,27659,
2018/19,,S08000024,,,z,Surgery Grouping,d,Surgery Grouping,,653,,84.3,,238322,,550.1095890410959,,200790,
2018/19,,S08000024,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,142,,63,,51857,,89.51506849315068,,32673,
2018/19,,S08000025,,A1,,General Medicine,,Medical Grouping,,27,,96.6,,9699,,25.65753424657534,,9365,
2018/19,,S08000025,,A2,,Cardiology,,Medical Grouping,,0,,100,,19,,0.052054794520547946,,19,
2018/19,,S08000025,,AD,,Medical Oncology,,Medical Grouping,,0,,100,,96,,0.26301369863013696,,96,
2018/19,,S08000025,,AG,,Renal Medicine,,Medical Grouping,,0,,100,,42,,0.11506849315068493,,42,
2018/19,,S08000025,,AP,,Rehabilitation Medicine,,Medical Grouping,,0,,100,,165,,0.4520547945205479,,165,
2018/19,,S08000025,,C1,,General Surgery,,Surgery Grouping,,8,,100,,2870,,7.863013698630137,,2870,
2018/19,,S08000025,,C3,,Anaesthetics,,Surgery Grouping,,0,,100,,14,,0.038356164383561646,,14,
2018/19,,S08000025,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000025,,C7,,Ophthalmology,,Surgery Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000025,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,2,,100,,705,,1.9315068493150684,,705,
2018/19,,S08000025,,D1,,Community Dental Practice,,Dental Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000025,,D3,,Oral Surgery,,Dental Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000025,,E12,,GP Other than Obstetrics,,Community Grouping,,3,,63.9,,932,,1.632876712328767,,596,
2018/19,,S08000025,,F1,,Obstetrics & Gynaecology,,Obstetrics Grouping,,0,,100,,2,,0.005479452054794521,,2,
2018/19,,S08000025,,F2,,Gynaecology,,Women and Newborn Grouping,,0,,100,,31,,0.08493150684931507,,31,
2018/19,,S08000025,,F3,,Obstetrics,,Women and Newborn Grouping,,4,,62.1,,1464,,2.4904109589041097,,909,
2018/19,,S08000025,,H2,,Clinical Oncology,,Medical Grouping,,0,,100,,90,,0.2465753424657534,,90,
2018/19,,S08000025,,J4,,Haematology,,Medical Grouping,,0,,100,,11,,0.030136986301369864,,11,
2018/19,,S08000025,,XSU,,Unspecified,,Other Grouping,,5,,0,,1857,,0,,0,
2018/19,,S08000025,,,z,All Acute Specialties,d,All Acute Specialties,d,38,,97.6,,13711,,36.64931506849315,,13377,
2018/19,,S08000025,,,z,All Specialties,d,All Specialties,d,49,,82.9,,17997,,40.863013698630134,,14915,
2018/19,,S08000025,,,z,Community Grouping,d,Community Grouping,,3,,63.9,,932,,1.632876712328767,,596,
2018/19,,S08000025,,,z,Dental Grouping,d,Dental Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000025,,,z,Medical Grouping,d,Medical Grouping,,28,,96.7,,10122,,26.816438356164383,,9788,
2018/19,,S08000025,,,z,Obstetrics Grouping,d,Obstetrics Grouping,,0,,100,,2,,0.005479452054794521,,2,
2018/19,,S08000025,,,z,Other Grouping,d,Other Grouping,,5,,0,,1857,,0,,0,
2018/19,,S08000025,,,z,Surgery Grouping,d,Surgery Grouping,,10,,100,,3589,,9.832876712328767,,3589,
2018/19,,S08000025,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,4,,62.9,,1495,,2.5753424657534247,,940,
2018/19,,S08000026,,A1,,General Medicine,,Medical Grouping,,23,,71.3,,8281,,16.17808219178082,,5905,
2018/19,,S08000026,,C1,,General Surgery,,Surgery Grouping,,20,,48,,7398,,9.734246575342466,,3553,
2018/19,,S08000026,,C3,,Anaesthetics,,Surgery Grouping,,0,,100,,2,,0.005479452054794521,,2,
2018/19,,S08000026,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,0,,100,,8,,0.021917808219178082,,8,
2018/19,,S08000026,,C7,,Ophthalmology,,Surgery Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2018/19,,S08000026,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2018/19,,S08000026,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000026,,D3,,Oral Surgery,,Dental Grouping,,0,,100,,8,,0.021917808219178082,,8,
2018/19,,S08000026,,E11,,GP Obstetrics,,Women and Newborn Grouping,,5,,12.1,,1664,,0.5534246575342465,,202,
2018/19,,S08000026,,F2,,Gynaecology,,Women and Newborn Grouping,,0,,100,,36,,0.09863013698630137,,36,
2018/19,,S08000026,,F3,,Obstetrics,,Women and Newborn Grouping,,0,,100,,159,,0.43561643835616437,,159,
2018/19,,S08000026,,,z,All Acute Specialties,d,All Acute Specialties,d,43,,60.4,,15691,,25.945205479452056,,9470,
2018/19,,S08000026,,,z,All Specialties,d,All Specialties,d,48,,56.2,,17558,,27.054794520547944,,9875,
2018/19,,S08000026,,,z,Dental Grouping,d,Dental Grouping,,0,,100,,8,,0.021917808219178082,,8,
2018/19,,S08000026,,,z,Medical Grouping,d,Medical Grouping,,23,,71.3,,8281,,16.17808219178082,,5905,
2018/19,,S08000026,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000026,,,z,Surgery Grouping,d,Surgery Grouping,,20,,48.1,,7410,,9.767123287671232,,3565,
2018/19,,S08000026,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,5,,21.4,,1859,,1.0876712328767124,,397,
2018/19,,S08000028,,A1,,General Medicine,,Medical Grouping,,47,,76.4,,17200,,36.02191780821918,,13148,
2018/19,,S08000028,,AF,,Paediatrics,,Paediatrics Grouping,,1,,98.1,,266,,0.7150684931506849,,261,
2018/19,,S08000028,,AG,,Renal Medicine,,Medical Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2018/19,,S08000028,,AQ,,Respiratory Medicine,,Medical Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000028,,AR,,Rheumatology,,Medical Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000028,,C1,,General Surgery,,Surgery Grouping,,9,,63.3,,3211,,5.567123287671233,,2032,
2018/19,,S08000028,,C3,,Anaesthetics,,Surgery Grouping,,2,,0,,554,,0,,0,
2018/19,,S08000028,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,0,,100,,8,,0.021917808219178082,,8,
2018/19,,S08000028,,C7,,Ophthalmology,,Surgery Grouping,,0,,100,,8,,0.021917808219178082,,8,
2018/19,,S08000028,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,12,,93.5,,4448,,11.394520547945206,,4159,
2018/19,,S08000028,,CB,,Urology,,Surgery Grouping,,0,,100,,5,,0.0136986301369863,,5,
2018/19,,S08000028,,D3,,Oral Surgery,,Dental Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000028,,E11,,GP Obstetrics,,Women and Newborn Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2018/19,,S08000028,,E12,,GP Other than Obstetrics,,Community Grouping,,26,,53.6,,9339,,13.72054794520548,,5008,
2018/19,,S08000028,,F2,,Gynaecology,,Women and Newborn Grouping,,4,,19.7,,1299,,0.7013698630136986,,256,
2018/19,,S08000028,,F3,,Obstetrics,,Women and Newborn Grouping,,6,,30.4,,2190,,1.821917808219178,,665,
2018/19,,S08000028,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,5,,87.7,,1821,,4.375342465753425,,1597,
2018/19,,S08000028,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,3,,98.9,,1137,,3.0821917808219177,,1125,
2018/19,,S08000028,,H2,,Clinical Oncology,,Medical Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000028,,T2,,Midwifery,,Women and Newborn Grouping,,1,,0,,365,,0,,0,
2018/19,,S08000028,,,z,All Acute Specialties,d,All Acute Specialties,d,70,,76.1,,25435,,53.04383561643836,,19361,
2018/19,,S08000028,,,z,All Specialties,d,All Specialties,d,115,,67.6,,41853,,77.46301369863014,,28274,
2018/19,,S08000028,,,z,Community Grouping,d,Community Grouping,,26,,53.6,,9339,,13.72054794520548,,5008,
2018/19,,S08000028,,,z,Dental Grouping,d,Dental Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000028,,,z,Medical Grouping,d,Medical Grouping,,47,,76.4,,17201,,36.02465753424657,,13149,
2018/19,,S08000028,,,z,Mental Health Grouping,d,Mental Health Grouping,,8,,92,,2958,,7.457534246575342,,2722,
2018/19,,S08000028,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,1,,98.1,,266,,0.7150684931506849,,261,
2018/19,,S08000028,,,z,Surgery Grouping,d,Surgery Grouping,,23,,75.4,,8234,,17.019178082191782,,6212,
2018/19,,S08000028,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,11,,23.9,,3855,,2.526027397260274,,922,
2018/19,,S08000029,,A1,,General Medicine,,Medical Grouping,,115,,75.9,,42010,,87.33972602739726,,31879,
2018/19,,S08000029,,A2,,Cardiology,,Medical Grouping,,42,,92,,15279,,38.51780821917808,,14059,
2018/19,,S08000029,,A7,,Dermatology,,Medical Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000029,,A8,,Endocrinology & Diabetes,,Medical Grouping,,17,,96.1,,6264,,16.4986301369863,,6022,
2018/19,,S08000029,,A9,,Gastroenterology,,Medical Grouping,,26,,96.3,,9516,,25.112328767123287,,9166,
2018/19,,S08000029,,AB,,Geriatric Medicine,,Medical Grouping,,226,,97.3,,82397,,219.67397260273972,,80181,
2018/19,,S08000029,,AD,,Medical Oncology,,Medical Grouping,,0,,100,,3,,0.00821917808219178,,3,
2018/19,,S08000029,,AF,,Paediatrics,,Paediatrics Grouping,,41,,54.8,,14928,,22.41917808219178,,8183,
2018/19,,S08000029,,AG,,Renal Medicine,,Medical Grouping,,25,,95.9,,9198,,24.156164383561645,,8817,
2018/19,,S08000029,,AH,,Neurology,,Medical Grouping,,0,,100,,6,,0.01643835616438356,,6,
2018/19,,S08000029,,AM,,Palliative Medicine,,Medical Grouping,,23,,85,,8472,,19.726027397260275,,7200,
2018/19,,S08000029,,AP,,Rehabilitation Medicine,,Medical Grouping,,13,,63.9,,4738,,8.295890410958904,,3028,
2018/19,,S08000029,,AQ,,Respiratory Medicine,,Medical Grouping,,39,,98.1,,14079,,37.85205479452055,,13816,
2018/19,,S08000029,,AR,,Rheumatology,,Medical Grouping,,0,,,z,0,,0,,0,
2018/19,,S08000029,,C1,,General Surgery,,Surgery Grouping,,79,,70.2,,28764,,55.33972602739726,,20199,
2018/19,,S08000029,,C2,,Accident & Emergency,,Emergency Grouping,,6,,49.2,,2193,,2.958904109589041,,1080,
2018/19,,S08000029,,C3,,Anaesthetics,,Surgery Grouping,,9,,69.3,,3160,,5.997260273972603,,2189,
2018/19,,S08000029,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,10,,46.9,,3618,,4.652054794520548,,1698,
2018/19,,S08000029,,C7,,Ophthalmology,,Surgery Grouping,,1,,100,,266,,0.7287671232876712,,266,
2018/19,,S08000029,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,54,,81,,19558,,43.41917808219178,,15848,
2018/19,,S08000029,,C9,,Plastic Surgery,,Surgery Grouping,,0,,100,,12,,0.03287671232876712,,12,
2018/19,,S08000029,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,,100,,11,,0.030136986301369864,,11,
2018/19,,S08000029,,CB,,Urology,,Surgery Grouping,,20,,86.2,,7232,,17.07123287671233,,6231,
2018/19,,S08000029,,E12,,GP Other than Obstetrics,,Community Grouping,,67,,90.4,,24484,,60.63835616438356,,22133,
2018/19,,S08000029,,F2,,Gynaecology,,Women and Newborn Grouping,,11,,67.1,,4148,,7.63013698630137,,2785,
2018/19,,S08000029,,F3,,Obstetrics,,Women and Newborn Grouping,,56,,40.5,,20514,,22.767123287671232,,8310,
2018/19,,S08000029,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,134,,76.1,,48842,,101.78904109589041,,37153,
2018/19,,S08000029,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,0,,100,,17,,0.04657534246575343,,17,
2018/19,,S08000029,,G3,,Forensic Psychiatry,,Mental Health Grouping,,19,,91,,6771,,16.87945205479452,,6161,
2018/19,,S08000029,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,113,,70.2,,41261,,79.30958904109589,,28948,
2018/19,,S08000029,,G5,,Learning Disability,,Learning Disability Grouping,,29,,96.4,,10606,,28.01095890410959,,10224,
2018/19,,S08000029,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,33,,89.9,,11948,,29.438356164383563,,10745,
2018/19,,S08000029,,H2,,Clinical Oncology,,Medical Grouping,,0,,100,,14,,0.038356164383561646,,14,
2018/19,,S08000029,,J4,,Haematology,,Medical Grouping,,11,,91.2,,4160,,10.394520547945206,,3794,
2018/19,,S08000029,,,z,All Acute Specialties,d,All Acute Specialties,d,709,,86.7,,258746,,614.8712328767124,,224428,
2018/19,,S08000029,,,z,All Specialties,d,All Specialties,d,1218,,81,,444469,,986.7890410958904,,360178,
2018/19,,S08000029,,,z,Community Grouping,d,Community Grouping,,67,,90.4,,24484,,60.63835616438356,,22133,
2018/19,,S08000029,,,z,Emergency Grouping,d,Emergency Grouping,,6,,49.2,,2193,,2.958904109589041,,1080,
2018/19,,S08000029,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,29,,96.4,,10606,,28.01095890410959,,10224,
2018/19,,S08000029,,,z,Medical Grouping,d,Medical Grouping,,537,,90.7,,196136,,487.63013698630135,,177985,
2018/19,,S08000029,,,z,Mental Health Grouping,d,Mental Health Grouping,,265,,74.6,,96891,,198.0246575342466,,72279,
2018/19,,S08000029,,,z,Other Grouping,d,Other Grouping,,33,,89.9,,11948,,29.438356164383563,,10745,
2018/19,,S08000029,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,41,,54.8,,14939,,22.44931506849315,,8194,
2018/19,,S08000029,,,z,Surgery Grouping,d,Surgery Grouping,,172,,74.2,,62610,,127.24109589041096,,46443,
2018/19,,S08000029,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,68,,45,,24662,,30.397260273972602,,11095,
2018/19,,S08000030,,A1,,General Medicine,,Medical Grouping,,219,,75.2,,79840,,164.55342465753424,,60062,
2018/19,,S08000030,,A2,,Cardiology,,Medical Grouping,,44,,80.7,,16046,,35.46849315068493,,12946,
2018/19,,S08000030,,A6,,Infectious Diseases,,Medical Grouping,,15,,82,,5475,,12.293150684931506,,4487,
2018/19,,S08000030,,A7,,Dermatology,,Medical Grouping,,12,,53.8,,4560,,6.723287671232876,,2454,
2018/19,,S08000030,,A8,,Endocrinology & Diabetes,,Medical Grouping,,3,,100,,1004,,2.750684931506849,,1004,
2018/19,,S08000030,,A9,,Gastroenterology,,Medical Grouping,,34,,78.5,,12339,,26.545205479452054,,9689,
2018/19,,S08000030,,AB,,Geriatric Medicine,,Medical Grouping,,217,,87.4,,79050,,189.3945205479452,,69129,
2018/19,,S08000030,,AD,,Medical Oncology,,Medical Grouping,,2,,100,,591,,1.6191780821917807,,591,
2018/19,,S08000030,,AF,,Paediatrics,,Paediatrics Grouping,,65,,56.2,,23785,,36.62465753424657,,13368,
2018/19,,S08000030,,AG,,Renal Medicine,,Medical Grouping,,16,,76.7,,5761,,12.104109589041096,,4418,
2018/19,,S08000030,,AH,,Neurology,,Medical Grouping,,12,,81.8,,4335,,9.717808219178082,,3547,
2018/19,,S08000030,,AM,,Palliative Medicine,,Medical Grouping,,31,,82.8,,11391,,25.838356164383562,,9431,
2018/19,,S08000030,,AP,,Rehabilitation Medicine,,Medical Grouping,,38,,81,,13740,,30.473972602739725,,11123,
2018/19,,S08000030,,AQ,,Respiratory Medicine,,Medical Grouping,,32,,89.1,,11759,,28.71232876712329,,10480,
2018/19,,S08000030,,AR,,Rheumatology,,Medical Grouping,,1,,100,,186,,0.5095890410958904,,186,
